grade,time,drug,year,attitude,estimate,LBYear1,LBYear2
8th Grade,Once or Twice,Inhalants,2004,Risk,38.710635397,2019,
8th Grade,Once or Twice,Inhalants,2005,Risk,37.458872805,2019,
8th Grade,Once or Twice,Inhalants,2006,Risk,35.793248357,2019,
8th Grade,Once or Twice,Inhalants,2007,Risk,35.906592028,2019,
8th Grade,Once or Twice,Inhalants,2008,Risk,33.912668855,2019,
8th Grade,Once or Twice,Inhalants,2009,Risk,34.07165198,2019,
8th Grade,Once or Twice,Inhalants,2010,Risk,35.534832901,2019,
8th Grade,Once or Twice,Inhalants,2011,Risk,34.73032986,2019,
8th Grade,Once or Twice,Inhalants,2012,Risk,34.153523394,2019,
8th Grade,Once or Twice,Inhalants,2013,Risk,33.730343776,2019,
8th Grade,Once or Twice,Inhalants,2014,Risk,34.538005913,2019,
8th Grade,Once or Twice,Inhalants,2015,Risk,33.73489044,2019,
8th Grade,Once or Twice,Inhalants,2016,Risk,31.975805536,2019,
8th Grade,Once or Twice,Inhalants,2017,Risk,31.477962683,2019,
8th Grade,Once or Twice,Inhalants,2018,Risk,29.553730937,2019,
8th Grade,Once or Twice,Inhalants,2019,Risk,27.933852267,2019,
8th Grade,Once or Twice,Inhalants,2021,Risk,18.242633808,2019,
8th Grade,Once or Twice,Inhalants,2022,Risk,20.00479803,2019,
10th Grade,Once or Twice,Inhalants,1991,Risk,37.821884534,2019,
10th Grade,Once or Twice,Inhalants,1992,Risk,38.69397357,2019,
10th Grade,Once or Twice,Inhalants,1993,Risk,40.888478855,2019,
10th Grade,Once or Twice,Inhalants,1994,Risk,42.664573913,2019,
10th Grade,Once or Twice,Inhalants,1995,Risk,41.564683788,2019,
10th Grade,Once or Twice,Inhalants,1996,Risk,47.234095295,2019,
10th Grade,Once or Twice,Inhalants,1997,Risk,47.461337316,2019,
10th Grade,Once or Twice,Inhalants,1998,Risk,45.839181313,2019,
10th Grade,Once or Twice,Inhalants,1999,Risk,48.178170144,2019,
10th Grade,Once or Twice,Inhalants,2000,Risk,46.614734036,2019,
10th Grade,Once or Twice,Inhalants,2001,Risk,49.89246938,2019,
10th Grade,Once or Twice,Inhalants,2002,Risk,48.662504451,2019,
10th Grade,Once or Twice,Inhalants,2003,Risk,47.673809014,2019,
10th Grade,Once or Twice,Inhalants,2004,Risk,46.658854361,2019,
10th Grade,Once or Twice,Inhalants,2005,Risk,45.723826396,2019,
10th Grade,Once or Twice,Inhalants,2006,Risk,43.886677202,2019,
10th Grade,Once or Twice,Inhalants,2007,Risk,43.006467527,2019,
10th Grade,Once or Twice,Inhalants,2008,Risk,41.179448647,2019,
10th Grade,Once or Twice,Inhalants,2009,Risk,42.045142026,2019,
10th Grade,Once or Twice,Inhalants,2010,Risk,42.461094235,2019,
10th Grade,Once or Twice,Inhalants,2011,Risk,42.410632512,2019,
10th Grade,Once or Twice,Inhalants,2012,Risk,42.379414364,2019,
10th Grade,Once or Twice,Inhalants,2013,Risk,43.009126086,2019,
10th Grade,Once or Twice,Inhalants,2014,Risk,43.111511803,2019,
10th Grade,Once or Twice,Inhalants,2015,Risk,43.084479707,2019,
10th Grade,Once or Twice,Inhalants,2016,Risk,40.727006469,2019,
10th Grade,Once or Twice,Inhalants,2017,Risk,37.946085928,2019,
10th Grade,Once or Twice,Inhalants,2018,Risk,38.638976549,2019,
10th Grade,Once or Twice,Inhalants,2019,Risk,39.665838042,2019,
10th Grade,Once or Twice,Inhalants,2021,Risk,30.423755668,2019,
10th Grade,Once or Twice,Inhalants,2022,Risk,27.62132775,2019,
8th Grade,Regularly,Inhalants,1991,Risk,65.624945215,2019,
8th Grade,Regularly,Inhalants,1992,Risk,64.442106339,2019,
8th Grade,Regularly,Inhalants,1993,Risk,64.602183384,2019,
8th Grade,Regularly,Inhalants,1994,Risk,65.540252486,2019,
8th Grade,Regularly,Inhalants,1995,Risk,64.789437044,2019,
8th Grade,Regularly,Inhalants,1996,Risk,68.165491957,2019,
8th Grade,Regularly,Inhalants,1997,Risk,68.656721643,2019,
8th Grade,Regularly,Inhalants,1998,Risk,67.21291974,2019,
8th Grade,Regularly,Inhalants,1999,Risk,68.792943956,2019,
8th Grade,Regularly,Inhalants,2000,Risk,69.913236797,2019,
8th Grade,Regularly,Inhalants,2001,Risk,71.553914461,2019,
8th Grade,Regularly,Inhalants,2002,Risk,69.874273995,2019,
8th Grade,Regularly,Inhalants,2003,Risk,67.38426583,2019,
8th Grade,Regularly,Inhalants,2004,Risk,66.345446428,2019,
8th Grade,Regularly,Inhalants,2005,Risk,64.061149902,2019,
8th Grade,Regularly,Inhalants,2006,Risk,62.068526734,2019,
8th Grade,Regularly,Inhalants,2007,Risk,61.901256985,2019,
8th Grade,Regularly,Inhalants,2008,Risk,59.150198653,2019,
8th Grade,Regularly,Inhalants,2009,Risk,58.135649516,2019,
8th Grade,Regularly,Inhalants,2010,Risk,60.604953557,2019,
8th Grade,Regularly,Inhalants,2011,Risk,58.973024178,2019,
8th Grade,Regularly,Inhalants,2012,Risk,58.976596639,2019,
8th Grade,Regularly,Inhalants,2013,Risk,56.656376279,2019,
8th Grade,Regularly,Inhalants,2014,Risk,55.286228835,2019,
8th Grade,Regularly,Inhalants,2015,Risk,54.070860506,2019,
8th Grade,Regularly,Inhalants,2016,Risk,52.144707539,2019,
8th Grade,Regularly,Inhalants,2017,Risk,50.017449075,2019,
8th Grade,Regularly,Inhalants,2018,Risk,46.759475312,2019,
8th Grade,Regularly,Inhalants,2019,Risk,45.545548736,2019,
8th Grade,Regularly,Inhalants,2021,Risk,37.129568609,2019,
8th Grade,Regularly,Inhalants,2022,Risk,37.089368114,2019,
10th Grade,Regularly,Inhalants,1991,Risk,69.751009234,2019,
10th Grade,Regularly,Inhalants,1992,Risk,67.891695609,2019,
10th Grade,Regularly,Inhalants,1993,Risk,69.565618267,2019,
10th Grade,Regularly,Inhalants,1994,Risk,71.531378745,2019,
10th Grade,Regularly,Inhalants,1995,Risk,71.750685631,2019,
10th Grade,Regularly,Inhalants,1996,Risk,75.828658636,2019,
10th Grade,Regularly,Inhalants,1997,Risk,74.52770387,2019,
10th Grade,Regularly,Inhalants,1998,Risk,73.293528126,2019,
10th Grade,Regularly,Inhalants,1999,Risk,76.308414632,2019,
10th Grade,Regularly,Inhalants,2000,Risk,75.01866337,2019,
10th Grade,Regularly,Inhalants,2001,Risk,76.415109098,2019,
10th Grade,Regularly,Inhalants,2002,Risk,73.40321394,2019,
10th Grade,Regularly,Inhalants,2003,Risk,72.167778425,2019,
10th Grade,Regularly,Inhalants,2004,Risk,73.02289446,2019,
10th Grade,Regularly,Inhalants,2005,Risk,71.202914265,2019,
10th Grade,Regularly,Inhalants,2006,Risk,70.238925155,2019,
10th Grade,Regularly,Inhalants,2007,Risk,68.644940857,2019,
10th Grade,Regularly,Inhalants,2008,Risk,66.82353612,2019,
10th Grade,Regularly,Inhalants,2009,Risk,66.803997282,2019,
10th Grade,Regularly,Inhalants,2010,Risk,67.06234432,2019,
10th Grade,Regularly,Inhalants,2011,Risk,66.207339626,2019,
10th Grade,Regularly,Inhalants,2012,Risk,66.093548153,2019,
10th Grade,Regularly,Inhalants,2013,Risk,65.897281421,2019,
10th Grade,Regularly,Inhalants,2014,Risk,64.727483613,2019,
10th Grade,Regularly,Inhalants,2015,Risk,63.115166273,2019,
10th Grade,Regularly,Inhalants,2016,Risk,59.74365169,2019,
10th Grade,Regularly,Inhalants,2017,Risk,57.674625832,2019,
10th Grade,Regularly,Inhalants,2018,Risk,57.554609708,2019,
10th Grade,Regularly,Inhalants,2019,Risk,57.513154569,2019,
10th Grade,Regularly,Inhalants,2021,Risk,52.318669497,2019,
10th Grade,Regularly,Inhalants,2022,Risk,47.088931183,2019,
8th Grade,Occasionally,JUUL,2019,Risk,22.574978479,2019,
8th Grade,Occasionally,JUUL,2020,Risk,28.256574428,2019,
8th Grade,Occasionally,JUUL,2021,Risk,27.116839777,2019,
10th Grade,Occasionally,JUUL,2019,Risk,22.833563278,2019,
10th Grade,Occasionally,JUUL,2020,Risk,27.226187209,2019,
10th Grade,Occasionally,JUUL,2021,Risk,27.435711158,2019,
12th Grade,Occasionally,JUUL,2019,Risk,16.791496748,2019,
12th Grade,Occasionally,JUUL,2020,Risk,23.04151719,2019,
12th Grade,Occasionally,JUUL,2021,Risk,18.391661703,2019,
8th Grade,Regularly,JUUL,2019,Risk,36.245095663,2019,
8th Grade,Regularly,JUUL,2020,Risk,52.011436689,2019,
8th Grade,Regularly,JUUL,2021,Risk,48.785570583,2019,
10th Grade,Regularly,JUUL,2019,Risk,35.591702056,2019,
10th Grade,Regularly,JUUL,2020,Risk,49.880584054,2019,
10th Grade,Regularly,JUUL,2021,Risk,49.194218661,2019,
12th Grade,Regularly,JUUL,2019,Risk,32.931155669,2019,
12th Grade,Regularly,JUUL,2020,Risk,51.893423042,2019,
12th Grade,Regularly,JUUL,2021,Risk,37.116674296,2019,
8th Grade,Regularly,Little Cigars,2014,Risk,28.809012818,2019,
8th Grade,Regularly,Little Cigars,2015,Risk,31.037163043,2019,
8th Grade,Regularly,Little Cigars,2016,Risk,32.52455632,2019,
8th Grade,Regularly,Little Cigars,2017,Risk,30.790324076,2019,
8th Grade,Regularly,Little Cigars,2018,Risk,30.46164937,2019,
8th Grade,Regularly,Little Cigars,2019,Risk,35.892885272,2019,
8th Grade,Regularly,Little Cigars,2021,Risk,42.780952441,2019,
8th Grade,Regularly,Little Cigars,2022,Risk,31.589556096,2019,
10th Grade,Regularly,Little Cigars,2014,Risk,30.964624049,2019,
10th Grade,Regularly,Little Cigars,2015,Risk,34.92775742,2019,
10th Grade,Regularly,Little Cigars,2016,Risk,35.32304316,2019,
10th Grade,Regularly,Little Cigars,2017,Risk,34.001843626,2019,
10th Grade,Regularly,Little Cigars,2018,Risk,34.89234797,2019,
10th Grade,Regularly,Little Cigars,2019,Risk,39.145679783,2019,
10th Grade,Regularly,Little Cigars,2021,Risk,45.619968384,2019,
10th Grade,Regularly,Little Cigars,2022,Risk,36.562022143,2019,
12th Grade,Regularly,Little Cigars,2014,Risk,38.276817124,2019,
12th Grade,Regularly,Little Cigars,2015,Risk,39.656965187,2019,
12th Grade,Regularly,Little Cigars,2016,Risk,39.506835527,2019,
12th Grade,Regularly,Little Cigars,2017,Risk,38.164588,2019,
12th Grade,Regularly,Little Cigars,2018,Risk,42.547388493,2019,
12th Grade,Regularly,Little Cigars,2019,Risk,41.338421953,2019,
8th Grade,Once or Twice,LSD,1993,Risk,42.069048941,2019,
8th Grade,Once or Twice,LSD,1994,Risk,38.277689084,2019,
8th Grade,Once or Twice,LSD,1995,Risk,36.656237201,2019,
8th Grade,Once or Twice,LSD,1996,Risk,36.496491009,2019,
8th Grade,Once or Twice,LSD,1997,Risk,36.983499436,2019,
8th Grade,Once or Twice,LSD,1998,Risk,34.91702849,2019,
8th Grade,Once or Twice,LSD,1999,Risk,34.098277709,2019,
8th Grade,Once or Twice,LSD,2000,Risk,33.947576986,2019,
8th Grade,Once or Twice,LSD,2001,Risk,31.588084695,2019,
8th Grade,Once or Twice,LSD,2002,Risk,29.556466696,2019,
8th Grade,Once or Twice,LSD,2003,Risk,27.90465422,2019,
8th Grade,Once or Twice,LSD,2004,Risk,26.784678735,2019,
8th Grade,Once or Twice,LSD,2005,Risk,25.770185772,2019,
8th Grade,Once or Twice,LSD,2006,Risk,23.791390845,2019,
8th Grade,Once or Twice,LSD,2007,Risk,22.801851449,2019,
8th Grade,Once or Twice,LSD,2008,Risk,21.948341208,2019,
8th Grade,Once or Twice,LSD,2009,Risk,21.3551528,2019,
8th Grade,Once or Twice,LSD,2010,Risk,23.568561981,2019,
8th Grade,Once or Twice,LSD,2011,Risk,21.722844381,2019,
8th Grade,Once or Twice,LSD,2012,Risk,19.869061336,2019,
8th Grade,Once or Twice,LSD,2013,Risk,19.587536071,2019,
8th Grade,Once or Twice,LSD,2014,Risk,19.998142916,2019,
8th Grade,Once or Twice,LSD,2015,Risk,22.182301428,2019,
8th Grade,Once or Twice,LSD,2016,Risk,22.580624396,2019,
8th Grade,Once or Twice,LSD,2017,Risk,23.053391037,2019,
8th Grade,Once or Twice,LSD,2018,Risk,20.842897026,2019,
8th Grade,Once or Twice,LSD,2019,Risk,21.801522702,2019,
8th Grade,Once or Twice,LSD,2021,Risk,16.077349201,2019,
8th Grade,Once or Twice,LSD,2022,Risk,17.877162163,2019,
10th Grade,Once or Twice,LSD,1993,Risk,48.667742988,2019,
10th Grade,Once or Twice,LSD,1994,Risk,46.5085106,2019,
10th Grade,Once or Twice,LSD,1995,Risk,44.682033566,2019,
10th Grade,Once or Twice,LSD,1996,Risk,45.124077666,2019,
10th Grade,Once or Twice,LSD,1997,Risk,44.485383496,2019,
10th Grade,Once or Twice,LSD,1998,Risk,43.507643624,2019,
10th Grade,Once or Twice,LSD,1999,Risk,45.04708294,2019,
10th Grade,Once or Twice,LSD,2000,Risk,42.957697921,2019,
10th Grade,Once or Twice,LSD,2001,Risk,41.335333072,2019,
10th Grade,Once or Twice,LSD,2002,Risk,40.10017782,2019,
10th Grade,Once or Twice,LSD,2003,Risk,40.796269682,2019,
10th Grade,Once or Twice,LSD,2004,Risk,40.642125519,2019,
10th Grade,Once or Twice,LSD,2005,Risk,40.248244992,2019,
10th Grade,Once or Twice,LSD,2006,Risk,38.768572016,2019,
10th Grade,Once or Twice,LSD,2007,Risk,35.395873605,2019,
10th Grade,Once or Twice,LSD,2008,Risk,34.640736012,2019,
10th Grade,Once or Twice,LSD,2009,Risk,34.944539685,2019,
10th Grade,Once or Twice,LSD,2010,Risk,33.880810574,2019,
10th Grade,Once or Twice,LSD,2011,Risk,34.159438453,2019,
10th Grade,Once or Twice,LSD,2012,Risk,34.68091318,2019,
10th Grade,Once or Twice,LSD,2013,Risk,34.657462222,2019,
10th Grade,Once or Twice,LSD,2014,Risk,34.463014956,2019,
10th Grade,Once or Twice,LSD,2015,Risk,36.419900214,2019,
10th Grade,Once or Twice,LSD,2016,Risk,34.413212972,2019,
10th Grade,Once or Twice,LSD,2017,Risk,31.633768175,2019,
10th Grade,Once or Twice,LSD,2018,Risk,33.75971295,2019,
10th Grade,Once or Twice,LSD,2019,Risk,32.856606862,2019,
10th Grade,Once or Twice,LSD,2021,Risk,27.622598582,2019,
10th Grade,Once or Twice,LSD,2022,Risk,26.571334492,2019,
12th Grade,Once or Twice,LSD,1976,Risk,45.685367608,2019,
12th Grade,Once or Twice,LSD,1977,Risk,43.237182319,2019,
12th Grade,Once or Twice,LSD,1978,Risk,42.764844955,2019,
12th Grade,Once or Twice,LSD,1979,Risk,41.613501266,2019,
12th Grade,Once or Twice,LSD,1980,Risk,43.9048311,2019,
12th Grade,Once or Twice,LSD,1981,Risk,45.453170593,2019,
12th Grade,Once or Twice,LSD,1982,Risk,44.856350708,2019,
12th Grade,Once or Twice,LSD,1983,Risk,44.65735604,2019,
12th Grade,Once or Twice,LSD,1984,Risk,45.434174844,2019,
12th Grade,Once or Twice,LSD,1985,Risk,43.513654365,2019,
12th Grade,Once or Twice,LSD,1986,Risk,41.954127222,2019,
12th Grade,Once or Twice,LSD,1987,Risk,44.930801031,2019,
12th Grade,Once or Twice,LSD,1988,Risk,45.74516381,2019,
12th Grade,Once or Twice,LSD,1989,Risk,45.983558389,2019,
12th Grade,Once or Twice,LSD,1990,Risk,44.651857977,2019,
12th Grade,Once or Twice,LSD,1991,Risk,46.579062237,2019,
12th Grade,Once or Twice,LSD,1992,Risk,42.30314352,2019,
12th Grade,Once or Twice,LSD,1993,Risk,39.513115242,2019,
12th Grade,Once or Twice,LSD,1994,Risk,38.791915879,2019,
12th Grade,Once or Twice,LSD,1995,Risk,36.409481656,2019,
12th Grade,Once or Twice,LSD,1996,Risk,36.188705675,2019,
12th Grade,Once or Twice,LSD,1997,Risk,34.694952137,2019,
12th Grade,Once or Twice,LSD,1998,Risk,37.449400435,2019,
12th Grade,Once or Twice,LSD,1999,Risk,34.934149536,2019,
12th Grade,Once or Twice,LSD,2000,Risk,34.271753122,2019,
12th Grade,Once or Twice,LSD,2001,Risk,33.161374208,2019,
12th Grade,Once or Twice,LSD,2002,Risk,36.695177303,2019,
12th Grade,Once or Twice,LSD,2003,Risk,36.214767971,2019,
12th Grade,Once or Twice,LSD,2004,Risk,36.236438755,2019,
12th Grade,Once or Twice,LSD,2005,Risk,36.534507773,2019,
12th Grade,Once or Twice,LSD,2006,Risk,36.0529863,2019,
12th Grade,Once or Twice,LSD,2007,Risk,37.029806545,2019,
12th Grade,Once or Twice,LSD,2008,Risk,33.937613652,2019,
12th Grade,Once or Twice,LSD,2009,Risk,37.104635935,2019,
12th Grade,Once or Twice,LSD,2010,Risk,35.562066663,2019,
12th Grade,Once or Twice,LSD,2011,Risk,34.708614673,2019,
12th Grade,Once or Twice,LSD,2012,Risk,33.06950666,2019,
12th Grade,Once or Twice,LSD,2013,Risk,34.909946215,2019,
12th Grade,Once or Twice,LSD,2014,Risk,35.477467712,2019,
12th Grade,Once or Twice,LSD,2015,Risk,33.223576282,2019,
12th Grade,Once or Twice,LSD,2016,Risk,31.736665198,2019,
12th Grade,Once or Twice,LSD,2017,Risk,30.03350143,2019,
12th Grade,Once or Twice,LSD,2018,Risk,29.036955637,2019,
12th Grade,Once or Twice,LSD,2019,Risk,28.328017675,2019,
12th Grade,Once or Twice,LSD,2021,Risk,28.214026546,2019,
12th Grade,Once or Twice,LSD,2022,Risk,27.447564354,2019,
8th Grade,Regularly,LSD,1993,Risk,68.254291825,2019,
8th Grade,Regularly,LSD,1994,Risk,65.825307352,2019,
8th Grade,Regularly,LSD,1995,Risk,64.434340535,2019,
8th Grade,Regularly,LSD,1996,Risk,63.616065076,2019,
8th Grade,Regularly,LSD,1997,Risk,64.104744806,2019,
8th Grade,Regularly,LSD,1998,Risk,59.575358463,2019,
8th Grade,Regularly,LSD,1999,Risk,58.785492705,2019,
8th Grade,Regularly,LSD,2000,Risk,57.470156286,2019,
8th Grade,Regularly,LSD,2001,Risk,52.923417832,2019,
8th Grade,Regularly,LSD,2002,Risk,49.30221064,2019,
8th Grade,Regularly,LSD,2003,Risk,48.209327786,2019,
8th Grade,Regularly,LSD,2004,Risk,45.164454606,2019,
8th Grade,Regularly,LSD,2005,Risk,43.964622707,2019,
8th Grade,Regularly,LSD,2006,Risk,39.960165055,2019,
8th Grade,Regularly,LSD,2007,Risk,38.458295888,2019,
8th Grade,Regularly,LSD,2008,Risk,36.94606813,2019,
8th Grade,Regularly,LSD,2009,Risk,36.969083504,2019,
8th Grade,Regularly,LSD,2010,Risk,38.622071787,2019,
8th Grade,Regularly,LSD,2011,Risk,37.782421692,2019,
8th Grade,Regularly,LSD,2012,Risk,34.995012851,2019,
8th Grade,Regularly,LSD,2013,Risk,34.44997932,2019,
8th Grade,Regularly,LSD,2014,Risk,33.688422474,2019,
8th Grade,Regularly,LSD,2015,Risk,36.952652844,2019,
8th Grade,Regularly,LSD,2016,Risk,36.781323294,2019,
8th Grade,Regularly,LSD,2017,Risk,37.858364538,2019,
8th Grade,Regularly,LSD,2018,Risk,36.432794022,2019,
8th Grade,Regularly,LSD,2019,Risk,38.080164458,2019,
8th Grade,Regularly,LSD,2021,Risk,36.687167015,2019,
8th Grade,Regularly,LSD,2022,Risk,35.901616647,2019,
10th Grade,Regularly,LSD,1993,Risk,78.949746473,2019,
10th Grade,Regularly,LSD,1994,Risk,75.880655779,2019,
10th Grade,Regularly,LSD,1995,Risk,75.548303985,2019,
10th Grade,Regularly,LSD,1996,Risk,75.335323199,2019,
10th Grade,Regularly,LSD,1997,Risk,73.842948942,2019,
10th Grade,Regularly,LSD,1998,Risk,72.294471203,2019,
10th Grade,Regularly,LSD,1999,Risk,73.879380548,2019,
10th Grade,Regularly,LSD,2000,Risk,71.966047314,2019,
10th Grade,Regularly,LSD,2001,Risk,68.78554201,2019,
10th Grade,Regularly,LSD,2002,Risk,64.883560326,2019,
10th Grade,Regularly,LSD,2003,Risk,62.959923767,2019,
10th Grade,Regularly,LSD,2004,Risk,63.063042701,2019,
10th Grade,Regularly,LSD,2005,Risk,60.798641796,2019,
10th Grade,Regularly,LSD,2006,Risk,60.748190798,2019,
10th Grade,Regularly,LSD,2007,Risk,56.792538027,2019,
10th Grade,Regularly,LSD,2008,Risk,55.694507968,2019,
10th Grade,Regularly,LSD,2009,Risk,56.69679884,2019,
10th Grade,Regularly,LSD,2010,Risk,56.11277635,2019,
10th Grade,Regularly,LSD,2011,Risk,54.850407807,2019,
10th Grade,Regularly,LSD,2012,Risk,56.418538347,2019,
10th Grade,Regularly,LSD,2013,Risk,55.893059018,2019,
10th Grade,Regularly,LSD,2014,Risk,54.790662245,2019,
10th Grade,Regularly,LSD,2015,Risk,58.270917715,2019,
10th Grade,Regularly,LSD,2016,Risk,55.246427512,2019,
10th Grade,Regularly,LSD,2017,Risk,53.011969047,2019,
10th Grade,Regularly,LSD,2018,Risk,54.069021456,2019,
10th Grade,Regularly,LSD,2019,Risk,52.371659891,2019,
10th Grade,Regularly,LSD,2021,Risk,55.174550936,2019,
10th Grade,Regularly,LSD,2022,Risk,51.465406112,2019,
12th Grade,Regularly,LSD,1976,Risk,80.777318226,2019,
12th Grade,Regularly,LSD,1977,Risk,79.098659863,2019,
12th Grade,Regularly,LSD,1978,Risk,81.150818729,2019,
12th Grade,Regularly,LSD,1979,Risk,82.416808727,2019,
12th Grade,Regularly,LSD,1980,Risk,82.9560188,2019,
12th Grade,Regularly,LSD,1981,Risk,83.540238798,2019,
12th Grade,Regularly,LSD,1982,Risk,83.508167035,2019,
12th Grade,Regularly,LSD,1983,Risk,83.177564023,2019,
12th Grade,Regularly,LSD,1984,Risk,83.786419502,2019,
12th Grade,Regularly,LSD,1985,Risk,82.885703205,2019,
12th Grade,Regularly,LSD,1986,Risk,82.60665,2019,
12th Grade,Regularly,LSD,1987,Risk,83.78183817,2019,
12th Grade,Regularly,LSD,1988,Risk,84.245739125,2019,
12th Grade,Regularly,LSD,1989,Risk,84.278658801,2019,
12th Grade,Regularly,LSD,1990,Risk,84.528427254,2019,
12th Grade,Regularly,LSD,1991,Risk,84.313187014,2019,
12th Grade,Regularly,LSD,1992,Risk,81.824660518,2019,
12th Grade,Regularly,LSD,1993,Risk,79.364817584,2019,
12th Grade,Regularly,LSD,1994,Risk,79.089633974,2019,
12th Grade,Regularly,LSD,1995,Risk,78.102510773,2019,
12th Grade,Regularly,LSD,1996,Risk,77.767594369,2019,
