drug1,estimate,time,drug,raceEthnicity,sex,age,year
MJ ANNUAL,31,12 Month,Cannabis,,MEN,Ages 35-50,2022
MJ ANNUAL,31.3,12 Month,Cannabis,,MEN,Ages 35-50,2023
MJ ANNUAL,12.76,12 Month,Cannabis,WHITE,,Ages 35-50,2008
MJ ANNUAL,12.11,12 Month,Cannabis,WHITE,,Ages 35-50,2009
MJ ANNUAL,13.77,12 Month,Cannabis,WHITE,,Ages 35-50,2010
MJ ANNUAL,13.18,12 Month,Cannabis,WHITE,,Ages 35-50,2011
MJ ANNUAL,14.17,12 Month,Cannabis,WHITE,,Ages 35-50,2012
MJ ANNUAL,14.01,12 Month,Cannabis,WHITE,,Ages 35-50,2013
MJ ANNUAL,15.04,12 Month,Cannabis,WHITE,,Ages 35-50,2014
MJ ANNUAL,16.28,12 Month,Cannabis,WHITE,,Ages 35-50,2015
MJ ANNUAL,15.7,12 Month,Cannabis,WHITE,,Ages 35-50,2016
MJ ANNUAL,18.49,12 Month,Cannabis,WHITE,,Ages 35-50,2017
MJ ANNUAL,19.3,12 Month,Cannabis,WHITE,,Ages 35-50,2018
MJ ANNUAL,22.3,12 Month,Cannabis,WHITE,,Ages 35-50,2019
MJ ANNUAL,23.6,12 Month,Cannabis,WHITE,,Ages 35-50,2020
MJ ANNUAL,26.4,12 Month,Cannabis,WHITE,,Ages 35-50,2021
MJ ANNUAL,28.4,12 Month,Cannabis,WHITE,,Ages 35-50,2022
MJ ANNUAL,30.2,12 Month,Cannabis,WHITE,,Ages 35-50,2023
MJ ANNUAL,8.07,12 Month,Cannabis,,WOMEN,Ages 35-50,2008
MJ ANNUAL,9.3,12 Month,Cannabis,,WOMEN,Ages 35-50,2009
MJ ANNUAL,10.89,12 Month,Cannabis,,WOMEN,Ages 35-50,2010
MJ ANNUAL,10.7,12 Month,Cannabis,,WOMEN,Ages 35-50,2011
MJ ANNUAL,9.55,12 Month,Cannabis,,WOMEN,Ages 35-50,2012
MJ ANNUAL,10.72,12 Month,Cannabis,,WOMEN,Ages 35-50,2013
MJ ANNUAL,11.05,12 Month,Cannabis,,WOMEN,Ages 35-50,2014
MJ ANNUAL,12.19,12 Month,Cannabis,,WOMEN,Ages 35-50,2015
MJ ANNUAL,12.2,12 Month,Cannabis,,WOMEN,Ages 35-50,2016
MJ ANNUAL,13.92,12 Month,Cannabis,,WOMEN,Ages 35-50,2017
MJ ANNUAL,16.9,12 Month,Cannabis,,WOMEN,Ages 35-50,2018
MJ ANNUAL,18.4,12 Month,Cannabis,,WOMEN,Ages 35-50,2019
MJ ANNUAL,19.2,12 Month,Cannabis,,WOMEN,Ages 35-50,2020
MJ ANNUAL,23,12 Month,Cannabis,,WOMEN,Ages 35-50,2021
MJ ANNUAL,25,12 Month,Cannabis,,WOMEN,Ages 35-50,2022
MJ ANNUAL,27.4,12 Month,Cannabis,,WOMEN,Ages 35-50,2023
VAPE NIC 30-DAY,0.06,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2017
VAPE NIC 30-DAY,3.4,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2018
VAPE NIC 30-DAY,5.1,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2019
VAPE NIC 30-DAY,6.1,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2020
VAPE NIC 30-DAY,6.9,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2021
VAPE NIC 30-DAY,10.1,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2022
VAPE NIC 30-DAY,12.3,30 Day,Vaping Nicotine,BLACK,,Ages 19-30,2023
VAPE NIC 30-DAY,4.06,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2017
VAPE NIC 30-DAY,5.6,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2018
VAPE NIC 30-DAY,8.6,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2019
VAPE NIC 30-DAY,10.1,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2020
VAPE NIC 30-DAY,10.4,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2021
VAPE NIC 30-DAY,17.2,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2022
VAPE NIC 30-DAY,16.3,30 Day,Vaping Nicotine,HISPANIC,,Ages 19-30,2023
VAPE NIC 30-DAY,8.48,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2017
VAPE NIC 30-DAY,11.8,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2018
VAPE NIC 30-DAY,13.7,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2019
VAPE NIC 30-DAY,15.2,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2020
VAPE NIC 30-DAY,21.2,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2021
VAPE NIC 30-DAY,19.6,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2022
VAPE NIC 30-DAY,22.1,30 Day,Vaping Nicotine,,MEN,Ages 19-30,2023
VAPE NIC 30-DAY,7.59,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2017
VAPE NIC 30-DAY,12.7,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2018
VAPE NIC 30-DAY,12.6,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2019
VAPE NIC 30-DAY,15.7,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2020
VAPE NIC 30-DAY,20.4,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2021
VAPE NIC 30-DAY,18.9,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2022
VAPE NIC 30-DAY,20.3,30 Day,Vaping Nicotine,WHITE,,Ages 19-30,2023
VAPE NIC 30-DAY,3.86,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2017
VAPE NIC 30-DAY,8.5,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2018
VAPE NIC 30-DAY,7.8,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2019
VAPE NIC 30-DAY,11.1,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2020
VAPE NIC 30-DAY,13.1,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2021
VAPE NIC 30-DAY,14.6,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2022
VAPE NIC 30-DAY,15.4,30 Day,Vaping Nicotine,,WOMEN,Ages 19-30,2023
VAPE NIC 30-DAY,1.3,30 Day,Vaping Nicotine,BLACK,,Ages 35-50,2019
VAPE NIC 30-DAY,1,30 Day,Vaping Nicotine,BLACK,,Ages 35-50,2020
VAPE NIC 30-DAY,2.3,30 Day,Vaping Nicotine,BLACK,,Ages 35-50,2021
VAPE NIC 30-DAY,2.6,30 Day,Vaping Nicotine,BLACK,,Ages 35-50,2022
VAPE NIC 30-DAY,2.3,30 Day,Vaping Nicotine,BLACK,,Ages 35-50,2023
VAPE NIC 30-DAY,1.2,30 Day,Vaping Nicotine,HISPANIC,,Ages 35-50,2019
VAPE NIC 30-DAY,0.6,30 Day,Vaping Nicotine,HISPANIC,,Ages 35-50,2020
VAPE NIC 30-DAY,3,30 Day,Vaping Nicotine,HISPANIC,,Ages 35-50,2021
VAPE NIC 30-DAY,6.3,30 Day,Vaping Nicotine,HISPANIC,,Ages 35-50,2022
VAPE NIC 30-DAY,4.9,30 Day,Vaping Nicotine,HISPANIC,,Ages 35-50,2023
VAPE NIC 30-DAY,4.9,30 Day,Vaping Nicotine,,MEN,Ages 35-50,2019
VAPE NIC 30-DAY,2.6,30 Day,Vaping Nicotine,,MEN,Ages 35-50,2020
VAPE NIC 30-DAY,5,30 Day,Vaping Nicotine,,MEN,Ages 35-50,2021
VAPE NIC 30-DAY,6,30 Day,Vaping Nicotine,,MEN,Ages 35-50,2022
VAPE NIC 30-DAY,5.8,30 Day,Vaping Nicotine,,MEN,Ages 35-50,2023
VAPE NIC 30-DAY,4.5,30 Day,Vaping Nicotine,WHITE,,Ages 35-50,2019
VAPE NIC 30-DAY,3.7,30 Day,Vaping Nicotine,WHITE,,Ages 35-50,2020
VAPE NIC 30-DAY,6,30 Day,Vaping Nicotine,WHITE,,Ages 35-50,2021
VAPE NIC 30-DAY,5.5,30 Day,Vaping Nicotine,WHITE,,Ages 35-50,2022
VAPE NIC 30-DAY,5.8,30 Day,Vaping Nicotine,WHITE,,Ages 35-50,2023
VAPE NIC 30-DAY,3.4,30 Day,Vaping Nicotine,,WOMEN,Ages 35-50,2019
VAPE NIC 30-DAY,3,30 Day,Vaping Nicotine,,WOMEN,Ages 35-50,2020
VAPE NIC 30-DAY,5.3,30 Day,Vaping Nicotine,,WOMEN,Ages 35-50,2021
VAPE NIC 30-DAY,4.5,30 Day,Vaping Nicotine,,WOMEN,Ages 35-50,2022
VAPE NIC 30-DAY,5,30 Day,Vaping Nicotine,,WOMEN,Ages 35-50,2023
