"drug","age","time","_NAME_","_2009","_2010","_2011","_2012","_2013","_2014","_2015","_2016","_2017","_2018","_2019","_2020","_2021","_2022","_1993","_1994","_1995","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_1977","_1978","_1979","_1980","_1981","_1982","_1983","_1984","_1985","_1986","_1987","_1988","_1989","_1990","_1991","_1992"
"MDMA (Ecstasy)","Ages 23-24","Month1","estimate",0.8466,1.0769,0.8935,0.5854,1.4198,2.0200,0.7004,0.8983,1.0439,1.1633,".",1.3289,0.369,0.329,0.333,0.1326,0.6798,".",0.6489,0.7051,1.1040,1.4431,1.6992,2.2118,0.7662,0.4050,0.1997,1.0087,0.2429,0.8283,".",".",".",".",".",".",".",".",".",".",".",".",0.1817,0.1794,0.2598,0.0737
"MDMA (Ecstasy)","Ages 23-24","Month2","estimate",".",".",".",".",".",".",".",".",".",0.9120,4.2126,3.6034,1.824,4.176,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 25-26","Annual1","estimate",2.7003,1.5465,2.1698,3.1116,2.9624,4.4579,".",".",".",".",".",".",".",".",0.586,0.2540,1.0101,1.3238,1.7529,1.7451,3.1870,8.1484,4.6737,3.9416,3.8542,3.9415,2.3438,2.0113,2.0685,2.3163,".",".",".",".",".",".",".",".",".",".",".",".",0.2964,1.0572,0.5857,0.7288
"MDMA (Ecstasy)","Ages 25-26","Annual2","estimate",".",".",".",".",".",10.5647,4.2172,3.8380,3.7636,4.2933,5.0920,5.2208,4.693,2.704,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 25-26","Month1","estimate",0.3798,0.3865,0.1813,1.4695,0.8624,1.2433,0.9250,0.4018,0.9522,1.2902,1.5223,1.5868,1.097,".",0.315,".",0.1628,0.5808,0.6737,0.5472,2.0043,1.6998,0.6918,1.1997,0.4029,0.6830,0.2977,0.7145,1.2359,0.3672,".",".",".",".",".",".",".",".",".",".",".",".",0.1381,".",".",0.1006
"MDMA (Ecstasy)","Ages 25-26","Month2","estimate",".",".",".",".",".",".",".",".",".",".",".",0.4630,3.249,2.743,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 27-28","Annual1","estimate",2.2645,2.1062,3.0798,2.1895,1.9166,4.9322,".",".",".",".",".",".",".",".",0.668,0.3390,1.4343,0.7239,0.4902,2.4555,1.6437,2.4721,3.7523,3.3546,2.7756,3.6872,2.7683,1.9312,1.8037,2.0003,".",".",".",".",".",".",".",".",".",".",".",".",0.9461,0.8639,0.6567,0.4018
"MDMA (Ecstasy)","Ages 27-28","Annual2","estimate",".",".",".",".",".",6.3867,3.2664,4.9514,2.3096,3.5421,2.9770,3.9016,2.440,5.470,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 27-28","Month1","estimate",0.3626,0.2274,0.8811,0.2165,0.6822,1.4033,0.5667,0.6115,1.0826,1.3450,0.4182,0.6856,0.718,1.464,".",0.1930,0.3630,0.1665,".",0.1545,0.8980,0.3816,1.1290,0.7566,0.6220,0.0607,1.1192,0.6353,0.5112,0.2911,".",".",".",".",".",".",".",".",".",".",".",".",0.4142,0.0937,0.4220,0.1306
"MDMA (Ecstasy)","Ages 27-28","Month2","estimate",".",".",".",".",".",".",".",".",".",".",".",".",".",3.524,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 29-30","Annual1","estimate",2.1273,2.3243,2.0240,3.1041,1.6696,2.0356,".",".",".",".",".",".",".",".",".",0.2704,0.2866,0.5531,1.5474,".",0.6072,3.0317,2.2204,2.9416,1.1736,1.0725,1.9427,2.2594,2.1116,2.0792,".",".",".",".",".",".",".",".",".",".",".",".",0.1641,0.2242,0.5541,"."
"MDMA (Ecstasy)","Ages 29-30","Annual2","estimate",".",".",".",".",".",3.9615,2.6597,3.7007,2.9218,4.7371,3.9102,4.5306,2.511,2.858,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MDMA (Ecstasy)","Ages 29-30","Month1","estimate",0.6645,1.5168,0.2995,2.0251,0.6284,0.7667,0.9008,0.1749,0.5417,1.4757,0.7421,1.7774,0.344,1.114,".",".",".",".",0.4140,".",0.2686,1.3462,0.8519,0.5196,0.5681,0.1097,0.7631,0.3837,0.2181,0.5123,".",".",".",".",".",".",".",".",".",".",".",".",0.0640,".",".","."
"Marijuana","Age 35","12 Month","estimate",12.2960,14.5454,17.9134,14.2294,18.2383,19.6707,20.8424,19.3271,23.7893,23.5636,26.6986,27.0254,32.090,37.085,19.561,15.4367,17.2866,16.1001,17.5019,14.6771,14.9700,15.3440,14.7061,14.4812,13.6838,12.9423,13.4758,10.9676,11.7089,14.3220,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 35","30 Day","estimate",6.3083,8.4666,10.8789,9.1115,10.8105,11.1373,13.0883,11.0951,14.1171,14.9831,16.4416,16.6943,18.976,23.371,12.731,9.0666,11.1679,8.5913,10.6155,8.9235,9.0234,8.8560,8.9342,9.5621,7.8578,8.0473,7.5357,6.0145,5.9656,8.1652,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 35","Daily","estimate",1.8972,3.3904,2.9540,3.8720,3.7228,4.7880,4.8644,3.9017,5.2221,4.5749,5.1868,8.0094,9.546,8.437,3.692,2.3325,2.4137,2.0985,3.5047,2.4076,1.8521,2.6948,2.4976,3.0558,2.4234,2.1189,2.1671,2.5655,2.5427,2.2899,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 35","Lifetime","estimate",55.3675,55.1321,56.7060,59.5309,60.4561,65.2667,65.4737,60.7665,65.4727,63.6192,66.6496,65.8250,69.207,73.091,70.763,73.4333,71.4748,71.6029,69.6362,72.1700,66.1957,69.4978,64.1400,65.0062,64.3892,63.6233,61.0581,55.8845,55.9985,58.5158,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 40","12 Month","estimate",12.4038,13.3060,9.8951,12.9559,15.4451,13.1671,14.1872,16.8839,17.3831,21.5977,23.8979,26.6184,28.494,28.928,".",".",".",".",".",16.3481,14.2210,13.6893,12.2172,14.0562,13.2557,15.0473,15.7788,11.6329,12.5088,11.6388,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 40","30 Day","estimate",7.2199,7.5939,6.1701,6.9100,9.6114,7.1084,8.8028,10.9565,10.2612,13.6099,14.9494,15.9719,19.062,18.372,".",".",".",".",".",9.7255,8.6235,8.6067,8.3068,7.7737,8.1834,9.1243,9.1550,7.2332,7.6255,7.4883,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 40","Daily","estimate",1.9057,2.7341,2.6898,3.0475,2.7638,1.9759,3.9765,4.3136,4.6656,5.3968,6.0220,6.4054,8.160,7.636,".",".",".",".",".",3.2469,2.1118,2.6835,1.6883,2.8859,2.4439,1.9180,1.9448,3.0476,2.6010,2.6223,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 40","Lifetime","estimate",65.6398,61.8609,57.0435,56.0316,61.8289,57.7578,56.6416,60.4210,62.4091,64.2006,68.3955,68.1542,76.294,71.745,".",".",".",".",".",71.7558,74.6897,71.7081,73.2893,71.3277,73.4364,68.2895,70.5969,65.5771,65.6441,65.8106,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 45","12 Month","estimate",12.7130,13.1886,12.2206,12.7081,12.5155,11.1057,14.8247,11.7340,15.0263,18.1870,16.4175,20.2859,25.169,25.049,".",".",".",".",".",".",".",".",".",".",15.0473,12.2776,11.9252,11.9765,12.7410,10.9665,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 45","30 Day","estimate",8.3144,7.3964,8.1642,6.7204,5.8131,6.8559,8.4052,7.3242,8.7286,11.0224,10.2296,11.8773,17.038,15.502,".",".",".",".",".",".",".",".",".",".",9.1154,6.6193,7.2474,6.6096,7.2363,6.4544,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 45","Daily","estimate",2.2602,2.1236,3.1295,2.2940,2.6565,2.5002,2.7807,2.9750,3.2550,3.6041,2.6824,4.7617,6.274,4.714,".",".",".",".",".",".",".",".",".",".",3.0670,2.0527,2.1401,1.3354,2.9081,2.7027,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 45","Lifetime","estimate",70.2012,71.7944,68.4287,68.2209,68.6334,67.8343,64.1123,61.4590,58.2681,65.2439,61.8660,62.2677,66.828,69.337,".",".",".",".",".",".",".",".",".",".",73.4409,76.8970,74.4774,75.3429,73.3771,76.6185,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 50","12 Month","estimate",10.1661,11.0690,10.9677,12.3811,11.8609,13.7037,13.8728,12.3766,13.9525,13.1289,17.5275,17.1581,16.184,20.642,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",12.1238,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 50","30 Day","estimate",6.0713,6.6131,6.0102,7.4883,7.3941,9.1698,8.3478,7.9702,9.2831,9.0012,10.2875,10.9804,10.478,11.996,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",7.7566,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 50","Daily","estimate",1.9633,2.0358,2.4438,2.6633,2.0326,2.7599,3.0873,2.5461,2.6916,3.8589,3.4523,4.4499,3.513,5.441,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",2.1655,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 50","Lifetime","estimate",77.4850,75.0580,76.2303,74.2462,76.9474,71.8184,73.2436,71.0741,68.2756,69.8590,69.2866,66.3973,63.399,59.870,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.5540,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 55","12 Month","estimate",".",".",".",".",12.7534,11.6510,12.8307,12.9449,15.2569,16.5918,17.6295,16.9482,15.636,18.079,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 55","30 Day","estimate",".",".",".",".",8.1510,8.3866,8.7541,6.5240,10.2535,10.0123,12.5192,10.7487,9.750,12.183,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 55","Daily","estimate",".",".",".",".",2.9398,2.2964,2.7893,3.0251,3.2360,3.5971,3.6754,3.5663,4.461,3.865,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 55","Lifetime","estimate",".",".",".",".",75.0613,79.1096,76.8970,77.4295,75.1002,78.9535,73.2587,75.5723,73.915,71.597,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 60","12 Month","estimate",".",".",".",".",".",".",".",".",".",16.8428,13.6958,17.8994,15.730,19.308,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 60","30 Day","estimate",".",".",".",".",".",".",".",".",".",11.2970,9.1276,11.5648,11.118,12.733,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 60","Daily","estimate",".",".",".",".",".",".",".",".",".",4.7176,2.7068,4.6910,4.348,4.932,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Age 60","Lifetime","estimate",".",".",".",".",".",".",".",".",".",75.8805,80.3318,78.4287,100.000,76.110,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Ages 19-20","12 Month","estimate",32.1101,29.0543,34.5154,33.3483,34.5606,37.6382,39.1705,38.9460,38.3665,41.2769,38.1191,38.3899,39.281,37.778,26.743,29.5776,30.9310,33.2827,34.4943,36.6927,37.6185,34.9614,34.1355,34.0609,34.4094,34.3263,33.9778,33.7348,32.9981,30.7283,48.7755,52.5209,50.8354,50.5387,49.3515,46.1772,42.8824,42.3757,41.9440,39.6022,36.6466,34.5717,30.4816,27.7902,25.2851,27.4924
"Marijuana","Ages 19-20","30 Day","estimate",18.6547,17.7107,20.5361,21.1188,22.4184,25.0519,23.8158,21.9713,22.1210,25.1485,24.6944,22.0957,28.793,23.922,13.908,15.9554,18.5617,19.4682,20.0364,18.9864,22.2217,20.9548,20.4027,20.4823,22.2481,19.5037,18.4036,17.8975,17.3618,16.7886,34.1725,37.9452,37.0884,34.6334,33.8076,29.4704,25.8516,25.5216,23.8692,23.2578,20.8443,19.0558,15.0552,14.8840,13.0677,14.6755
"Marijuana","Ages 19-20","Daily","estimate",5.3718,5.5718,5.9387,6.1502,6.4425,8.8974,9.1816,6.4200,5.9419,6.4340,6.8543,5.5581,11.115,6.959,1.996,3.4063,5.0134,4.6889,5.0543,5.0732,6.1211,5.6682,6.1655,5.7192,6.4023,5.7490,6.2975,5.1720,4.3775,4.1666,8.6993,10.5163,10.8415,8.3021,7.7008,6.2959,5.2193,4.7531,4.6053,3.4848,3.2600,3.1032,2.7054,2.4798,2.0735,1.4636
"Marijuana","Ages 19-20","Lifetime","estimate",44.9600,43.0671,45.5158,47.6000,47.1747,49.9157,50.0353,47.9259,49.9567,49.7357,47.4696,48.8813,54.197,50.831,40.589,42.2373,43.6596,46.4084,48.9642,51.1970,53.0184,50.7617,51.7064,48.4902,48.6933,50.5579,48.5183,50.1610,46.9252,45.3362,59.0316,63.1239,64.0749,65.1281,64.8419,63.9567,61.6537,61.5285,61.1946,58.9908,55.3235,54.1660,49.6079,46.3013,44.3109,42.9848
"Marijuana","Ages 19-30","12 Month","estimate",27.7890,26.9972,29.5316,28.1198,30.5707,30.2579,31.3159,33.2088,35.3320,38.6745,38.5324,41.1450,42.508,43.584,23.647,24.0593,24.4397,24.9789,24.4798,25.2564,25.1178,25.7581,26.3707,26.4876,26.0395,26.4185,26.0063,26.3735,26.3906,27.2389,48.7755,52.5209,51.5538,50.4650,49.3628,46.3798,43.4944,40.8107,40.3368,37.0451,34.6353,30.7457,27.8996,25.0151,23.3189,24.0897
"Marijuana","Ages 19-30","30 Day","estimate",16.1077,15.2730,17.4632,16.5767,18.2600,18.4520,19.0275,20.5495,22.1242,23.6293,25.5691,26.8403,28.980,28.835,12.974,13.5736,13.4089,14.0826,13.6244,13.8528,14.2566,14.9058,14.6789,15.0373,15.5434,14.6117,14.9399,14.6478,15.3421,15.3558,34.1725,37.9452,37.1773,35.4006,34.2384,29.9491,28.1504,25.8797,25.1923,22.3790,20.8899,17.4893,15.3434,13.5255,13.5295,13.1771
"Marijuana","Ages 19-30","Daily","estimate",5.4017,4.9761,5.8601,5.6176,5.9391,7.1239,6.8816,7.8463,7.7870,7.7690,9.3085,9.8987,10.912,11.294,2.345,2.7538,3.2045,3.1174,3.3554,3.6088,3.9518,3.7585,4.3396,3.9908,4.8346,4.3468,4.9336,4.3841,4.8056,4.9676,8.6993,10.5163,11.3235,9.7420,8.7807,6.9711,6.1869,5.5161,5.3948,4.1083,4.3153,3.2477,3.1977,2.4663,2.3478,2.3944
"Marijuana","Ages 19-30","Lifetime","estimate",57.8861,56.7588,56.9994,57.3407,57.9669,58.1382,59.8333,59.3112,60.3774,61.4808,62.5121,63.5321,66.212,65.316,59.645,56.7539,56.5307,55.2751,55.3028,55.6210,54.9894,55.5482,55.0621,56.4380,56.1219,57.4233,56.5729,57.4466,57.4682,57.1822,59.0316,63.1239,65.6322,67.1444,68.1823,68.0044,68.7455,67.7820,68.8469,67.7332,67.6449,65.7028,64.9735,62.8982,61.6845,60.1526
"Marijuana","Ages 21-22","12 Month","estimate",32.2644,33.4321,34.7154,32.4016,36.9332,34.2679,37.0521,43.1261,41.4297,42.4642,43.4597,44.7273,43.336,42.672,25.383,29.7946,27.0751,30.0355,29.5887,30.6508,30.5638,33.0938,35.9417,31.8621,33.3182,31.9217,32.2287,31.2921,31.1567,33.5501,".",".",53.1997,50.3807,50.6995,46.3261,45.4925,43.3666,40.7259,39.9962,37.8481,33.5462,31.6001,27.5589,25.9253,25.7834
"Marijuana","Ages 21-22","30 Day","estimate",19.0191,17.4318,21.3151,19.0458,23.6924,19.7781,23.5529,28.9809,26.5315,23.6455,29.5854,28.7276,29.436,25.977,13.462,17.0070,14.8836,16.0718,18.4782,17.1371,17.3215,20.1170,21.7950,18.4285,18.5682,17.9543,17.5838,17.0887,19.2505,17.7844,".",".",37.3796,36.2760,35.0304,29.4657,28.7698,26.6990,25.4913,23.6042,22.3546,18.7590,16.3724,13.9464,14.2291,13.9567
"Marijuana","Ages 21-22","Daily","estimate",6.0224,5.3823,6.2773,5.7944,7.9224,7.2076,6.4127,10.0437,9.8185,7.2093,10.3745,12.2693,9.512,11.264,2.095,2.9911,3.2836,3.1186,5.2805,5.1603,4.4916,5.0437,6.6010,5.3144,6.6877,4.7692,4.9467,4.4964,5.4819,5.7582,".",".",12.4217,11.3848,9.3853,6.4443,5.8382,5.3011,4.4756,4.1745,3.8786,3.6162,3.1234,2.4391,2.2117,2.4021
"Marijuana","Ages 21-22","Lifetime","estimate",55.2936,54.0205,55.1671,51.6487,54.2124,52.7968,56.0409,58.8394,58.7448,58.2816,61.1421,62.1183,59.130,58.497,50.918,51.5827,46.1062,50.1046,49.5882,53.5067,54.7252,57.1568,57.0618,55.7276,58.1840,54.8919,55.3687,53.8272,57.0011,54.5707,".",".",69.1826,69.4553,70.0889,68.5050,70.6518,67.9210,67.7853,65.4950,65.1917,61.1284,59.2778,58.2402,54.8765,52.4882
"Marijuana","Ages 23-24","12 Month","estimate",30.2329,30.9927,30.7630,29.7032,33.7326,30.5934,33.1619,34.2282,36.0343,45.9520,40.5267,41.8169,45.058,44.729,25.668,24.4321,25.0716,27.3348,23.9962,25.5188,26.7314,26.0731,28.1127,31.5501,29.4105,28.0371,26.5418,28.3777,28.0474,27.9184,".",".",".",".",46.2764,46.6657,43.5711,38.6835,41.5375,38.1032,34.2985,32.9328,28.1542,26.9662,23.7497,25.6861
"Marijuana","Ages 23-24","30 Day","estimate",17.5665,17.5122,17.6398,17.7893,20.0550,18.5515,19.9110,20.7895,23.8279,26.4997,25.5185,27.6052,28.438,32.934,13.098,13.0694,12.4371,15.2754,13.1763,14.2672,15.2114,14.2409,14.3829,17.2808,18.6962,15.7701,14.0420,16.4606,16.6403,16.4060,".",".",".",".",33.3496,31.0358,29.7448,25.8182,26.4838,23.5938,19.9079,17.9893,16.0388,13.6850,13.3507,11.9985
"Marijuana","Ages 23-24","Daily","estimate",6.0797,6.0502,6.8040,6.4580,6.8508,6.9362,7.7637,9.2682,9.1703,9.3654,10.0946,10.1844,10.526,13.821,2.548,3.0378,3.3534,2.5740,2.6572,3.3800,5.1077,3.6684,4.5074,5.5557,6.7316,5.6059,4.7707,5.2268,5.0158,4.6484,".",".",".",".",9.7706,8.3259,6.7066,5.8228,5.4317,4.7448,4.4186,3.0029,2.9346,2.6218,1.9992,2.1602
"Marijuana","Ages 23-24","Lifetime","estimate",61.3987,60.7584,58.0936,57.8052,58.1077,56.4754,61.0622,59.0709,61.6887,66.0615,66.2997,62.0033,69.020,65.134,60.436,55.0113,54.8461,54.6217,50.9097,53.0623,52.4233,55.5086,58.2141,61.2353,60.6910,60.4317,57.8987,58.8435,59.1120,58.8865,".",".",".",".",71.1909,71.9183,72.3600,69.8881,72.3207,72.0169,69.7584,65.8205,67.2266,63.4445,60.4790,59.7416
"Marijuana","Ages 25-26","12 Month","estimate",25.8535,24.7875,28.4609,26.3902,28.6197,28.9564,31.8662,28.3915,34.8032,37.2047,37.8194,45.0584,43.894,45.327,22.711,21.5738,23.3814,21.2888,23.4774,21.6870,21.9078,23.0160,24.3292,24.0492,23.8734,27.7319,25.9382,22.8744,24.9295,25.0880,".",".",".",".",".",".",40.3854,38.6412,39.7044,34.2451,34.8389,30.7083,26.1243,24.4674,22.7875,23.7114
"Marijuana","Ages 25-26","30 Day","estimate",16.0465,13.0368,17.1883,14.7482,15.3731,18.1211,19.7680,18.2869,22.8237,23.9556,24.6417,31.1676,31.909,31.467,13.171,12.2938,11.9017,12.7919,10.5047,13.0548,11.9784,12.7549,14.2624,15.1857,14.2753,15.4177,16.0485,13.2007,15.0250,13.3476,".",".",".",".",".",".",28.7158,25.4476,25.1157,20.1535,21.0210,17.3840,14.9447,13.5134,13.6790,13.0600
"Marijuana","Ages 25-26","Daily","estimate",5.8695,3.5082,7.4136,5.5313,5.7130,6.8514,7.2641,6.8302,8.2016,9.7035,9.7212,11.0288,12.658,10.947,2.449,2.4174,2.4435,3.4693,2.3412,2.9252,2.9832,3.4523,4.4853,2.5149,3.4394,5.5767,6.1536,4.6363,4.7263,5.5544,".",".",".",".",".",".",8.1261,6.2658,6.0103,3.5840,4.6359,3.6253,3.1777,2.6487,2.6607,2.7810
"Marijuana","Ages 25-26","Lifetime","estimate",59.5977,60.7867,61.7158,63.9880,61.7741,61.2078,62.2249,59.3031,63.1825,66.2048,66.7175,69.7678,70.064,66.653,64.761,60.2481,59.9074,56.2968,57.5672,54.5164,51.4836,54.5968,53.5361,57.2777,59.6406,60.4408,62.0997,59.3248,59.6152,57.6011,".",".",".",".",".",".",73.5598,72.3089,72.8992,69.7118,72.3258,71.1347,70.1495,66.7733,67.3800,64.7048
"Marijuana","Ages 27-28","12 Month","estimate",23.8071,21.0642,26.7894,27.0023,26.4491,27.0773,25.8391,29.0751,33.7685,32.2929,33.9518,41.7085,42.129,46.585,22.449,19.5183,20.6740,20.7756,17.6737,20.9334,18.4449,19.3432,19.8418,19.1898,20.7495,21.9908,19.7984,21.9270,23.7874,22.8528,".",".",".",".",".",".",".",".",34.7103,33.0664,32.3353,27.0750,26.4136,23.3476,21.3538,22.0935
"Marijuana","Ages 27-28","30 Day","estimate",13.4770,13.6574,16.2951,14.7755,14.9963,16.5007,14.2885,18.2452,20.5620,21.4177,25.0949,27.0052,28.540,28.626,12.713,11.3071,10.8751,11.0443,10.2707,11.0115,9.2187,11.2018,9.8193,9.6364,12.1191,11.7819,11.7803,13.3519,13.6227,14.2453,".",".",".",".",".",".",".",".",24.7349,21.2849,20.7425,16.5438,14.3124,13.3166,13.9592,13.0057
"Marijuana","Ages 27-28","Daily","estimate",3.7842,5.2401,4.2085,4.9102,5.4766,7.1637,5.7726,6.7222,6.2667,6.8877,10.6093,11.2284,9.838,11.308,2.274,2.4044,2.7564,2.3299,2.5858,2.7205,2.9929,2.4840,2.0443,2.2867,4.1690,2.8695,3.2223,4.6137,5.6745,4.2164,".",".",".",".",".",".",".",".",7.8270,4.5903,4.7814,3.1115,3.9914,2.4086,2.6176,2.5358
"Marijuana","Ages 27-28","Lifetime","estimate",62.1014,58.7363,60.3837,62.9031,65.1462,64.5034,61.9660,62.3295,63.4960,61.0990,64.3047,69.7708,71.049,72.467,68.770,64.1598,66.0131,61.4410,59.8117,59.1121,57.5357,57.0612,52.7628,57.0925,55.4863,60.4607,60.6548,62.4752,61.3853,60.8768,".",".",".",".",".",".",".",".",71.2673,72.5370,72.9357,70.4268,71.6477,71.5120,70.2596,67.8994
"Marijuana","Ages 29-30","12 Month","estimate",22.2566,22.2125,21.3275,19.3515,22.9693,23.7053,22.1387,26.9712,28.7953,33.9928,38.1487,35.0828,40.496,41.543,19.396,20.0262,19.6285,17.6994,18.3127,16.9210,16.5363,19.0371,17.3377,19.7789,16.8544,16.3880,18.7079,20.6016,17.5842,23.1934,".",".",".",".",".",".",".",".",".",".",28.8804,25.4949,24.9921,20.3652,20.9626,20.2488
"Marijuana","Ages 29-30","30 Day","estimate",11.8962,12.1867,11.3639,11.7198,12.8885,13.2766,13.6270,15.9372,17.4844,21.5039,24.3360,23.7497,26.995,27.872,11.657,12.1059,11.8227,10.1444,9.6733,9.1806,10.2069,10.8308,8.4118,10.3110,8.9332,8.4040,12.1136,10.2805,10.2631,13.4476,".",".",".",".",".",".",".",".",".",".",20.1809,15.1235,15.4068,11.8958,12.8189,12.4764
"Marijuana","Ages 29-30","Daily","estimate",5.1744,4.0951,4.2096,4.8049,3.0199,5.8074,5.2418,7.7395,7.3631,6.9069,8.2865,8.3484,11.945,11.269,2.661,2.2937,2.4057,2.5336,2.2926,2.5486,2.1823,2.4229,2.5558,2.9306,2.0650,1.8728,4.1789,2.3081,3.5103,5.4488,".",".",".",".",".",".",".",".",".",".",5.5124,3.0191,3.2620,2.2107,2.4886,2.9320
"Marijuana","Ages 29-30","Lifetime","estimate",63.7631,62.7247,61.2920,60.0084,60.9156,63.0429,66.2785,66.7287,63.6568,66.0059,68.4082,64.9715,68.990,70.177,70.724,66.5509,68.2473,62.5748,64.5555,61.8099,60.3784,57.9086,56.8199,57.7791,53.1861,57.2094,55.0359,59.9944,60.7868,65.4093,".",".",".",".",".",".",".",".",".",".",71.9457,71.2245,71.3557,70.4603,71.9568,71.4109
"Marijuana","Ages 35-50","12 Month","estimate",11.9368,12.9746,12.6961,13.0590,14.0583,13.8277,15.1826,14.4844,16.8942,18.4222,20.1252,21.4668,22.787,25.794,19.561,15.4367,17.2866,16.1001,17.5019,15.4359,14.6224,14.4698,13.4519,14.2689,13.9400,13.5005,13.6582,11.5197,12.3346,12.2073,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Ages 35-50","30 Day","estimate",7.0203,7.4936,7.7749,7.5529,8.2961,8.5160,9.4120,8.6830,10.4423,11.5858,12.7301,13.1713,14.514,16.190,12.731,9.0666,11.1679,8.5913,10.6155,9.2876,8.8379,8.7245,8.6178,8.6677,8.3622,8.0022,7.9512,6.6116,6.9661,7.4212,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Ages 35-50","Daily","estimate",2.0122,2.5580,2.8022,2.9587,2.7889,2.8536,3.4649,3.3289,3.7710,4.1700,4.1454,5.3920,6.131,5.950,3.692,2.3325,2.4137,2.0985,3.5047,2.7887,1.9726,2.6889,2.0895,2.9708,2.6272,2.0263,2.0862,2.3173,2.6874,2.4583,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marijuana","Ages 35-50","Lifetime","estimate",66.8922,65.9000,64.3372,64.5873,68.7475,68.3738,67.4419,66.2368,66.1112,68.7503,68.0462,67.5679,69.613,69.410,70.763,73.4333,71.4748,71.6029,69.6362,71.9882,70.0527,70.6251,68.5780,68.0498,70.3615,69.2833,68.7116,65.2116,64.9968,68.9067,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
