drug,time,grade,year,estimate,LBYear1,LBYear2
Hallucinogens,12 Month,10th Grade,2018,2.7,2000,
Hallucinogens,12 Month,10th Grade,2019,3.1,2000,
Hallucinogens,12 Month,10th Grade,2020,3.4,2000,
Hallucinogens,12 Month,10th Grade,2021,2.2,2000,
Hallucinogens,12 Month,10th Grade,2022,2.1,2000,
Hallucinogens,12 Month,10th Grade,2023,2.2,2000,
Hallucinogens,12 Month,10th Grade,2024,2.1,2000,
Hallucinogens,12 Month,12th Grade,1975,11.2,2000,
Hallucinogens,12 Month,12th Grade,1976,9.4,2000,
Hallucinogens,12 Month,12th Grade,1977,8.8,2000,
Hallucinogens,12 Month,12th Grade,1978,9.6,2000,
Hallucinogens,12 Month,12th Grade,1979,9.9,2000,
Hallucinogens,12 Month,12th Grade,1980,9.3,2000,
Hallucinogens,12 Month,12th Grade,1981,9,2000,
Hallucinogens,12 Month,12th Grade,1982,8.1,2000,
Hallucinogens,12 Month,12th Grade,1983,7.3,2000,
Hallucinogens,12 Month,12th Grade,1984,6.5,2000,
Hallucinogens,12 Month,12th Grade,1985,6.3,2000,
Hallucinogens,12 Month,12th Grade,1986,6,2000,
Hallucinogens,12 Month,12th Grade,1987,6.4,2000,
Hallucinogens,12 Month,12th Grade,1988,5.5,2000,
Hallucinogens,12 Month,12th Grade,1989,5.6,2000,
Hallucinogens,12 Month,12th Grade,1990,5.9,2000,
Hallucinogens,12 Month,12th Grade,1991,5.8,2000,
Hallucinogens,12 Month,12th Grade,1992,5.9,2000,
Hallucinogens,12 Month,12th Grade,1993,7.4,2000,
Hallucinogens,12 Month,12th Grade,1994,7.6,2000,
Hallucinogens,12 Month,12th Grade,1995,9.3,2000,
Hallucinogens,12 Month,12th Grade,1996,10.1,2000,
Hallucinogens,12 Month,12th Grade,1997,9.8,2000,
Hallucinogens,12 Month,12th Grade,1998,9,2000,
Hallucinogens,12 Month,12th Grade,1999,9.4,2000,
Hallucinogens,12 Month,12th Grade,2000,8.1,2000,
Hallucinogens,12 Month,12th Grade,2001,9.1,2000,
Hallucinogens,12 Month,12th Grade,2002,6.6,2000,
Hallucinogens,12 Month,12th Grade,2003,5.9,2000,
Hallucinogens,12 Month,12th Grade,2004,6.2,2000,
Hallucinogens,12 Month,12th Grade,2005,5.5,2000,
Hallucinogens,12 Month,12th Grade,2006,4.9,2000,
Hallucinogens,12 Month,12th Grade,2007,5.4,2000,
Hallucinogens,12 Month,12th Grade,2008,5.9,2000,
Hallucinogens,12 Month,12th Grade,2009,4.7,2000,
Hallucinogens,12 Month,12th Grade,2010,5.5,2000,
Hallucinogens,12 Month,12th Grade,2011,5.2,2000,
Hallucinogens,12 Month,12th Grade,2012,4.8,2000,
Hallucinogens,12 Month,12th Grade,2013,4.5,2000,
Hallucinogens,12 Month,12th Grade,2014,4,2000,
Hallucinogens,12 Month,12th Grade,2015,4.2,2000,
Hallucinogens,12 Month,12th Grade,2016,4.3,2000,
Hallucinogens,12 Month,12th Grade,2017,4.4,2000,
Hallucinogens,12 Month,12th Grade,2018,4.3,2000,
Hallucinogens,12 Month,12th Grade,2019,4.6,2000,
Hallucinogens,12 Month,12th Grade,2020,5.3,2000,
Hallucinogens,12 Month,12th Grade,2021,4.1,2000,
Hallucinogens,12 Month,12th Grade,2022,4.4,2000,
Hallucinogens,12 Month,12th Grade,2023,4.3,2000,
Hallucinogens,12 Month,12th Grade,2024,3.7,2000,
Hallucinogens,12 Month,8th Grade,1991,1.9,2000,
Hallucinogens,12 Month,8th Grade,1992,2.5,2000,
Hallucinogens,12 Month,8th Grade,1993,2.6,2000,
Hallucinogens,12 Month,8th Grade,1994,2.7,2000,
Hallucinogens,12 Month,8th Grade,1995,3.6,2000,
Hallucinogens,12 Month,8th Grade,1996,4.1,2000,
Hallucinogens,12 Month,8th Grade,1997,3.7,2000,
Hallucinogens,12 Month,8th Grade,1998,3.4,2000,
Hallucinogens,12 Month,8th Grade,1999,2.9,2000,
Hallucinogens,12 Month,8th Grade,2000,2.8,2000,
Hallucinogens,12 Month,8th Grade,2001,3.4,2000,
Hallucinogens,12 Month,8th Grade,2002,2.6,2000,
Hallucinogens,12 Month,8th Grade,2003,2.6,2000,
Hallucinogens,12 Month,8th Grade,2004,2.2,2000,
Hallucinogens,12 Month,8th Grade,2005,2.4,2000,
Hallucinogens,12 Month,8th Grade,2006,2.1,2000,
Hallucinogens,12 Month,8th Grade,2007,1.9,2000,
Hallucinogens,12 Month,8th Grade,2008,2.1,2000,
Hallucinogens,12 Month,8th Grade,2009,1.9,2000,
Hallucinogens,12 Month,8th Grade,2010,2.2,2000,
Hallucinogens,12 Month,8th Grade,2011,2.2,2000,
Hallucinogens,12 Month,8th Grade,2012,1.6,2000,
Hallucinogens,12 Month,8th Grade,2013,1.6,2000,
Hallucinogens,12 Month,8th Grade,2014,1.3,2000,
Hallucinogens,12 Month,8th Grade,2015,1.3,2000,
Hallucinogens,12 Month,8th Grade,2016,1.2,2000,
Hallucinogens,12 Month,8th Grade,2017,1.1,2000,
Hallucinogens,12 Month,8th Grade,2018,1.4,2000,
Hallucinogens,12 Month,8th Grade,2019,1.3,2000,
Hallucinogens,12 Month,8th Grade,2020,1.7,2000,
Hallucinogens,12 Month,8th Grade,2021,1,2000,
Hallucinogens,12 Month,8th Grade,2022,1.2,2000,
Hallucinogens,12 Month,8th Grade,2023,1.3,2000,
Hallucinogens,12 Month,8th Grade,2024,1.1,2000,
Hallucinogens,Lifetime,10th Grade,1991,6.1,2000,
Hallucinogens,Lifetime,10th Grade,1992,6.4,2000,
Hallucinogens,Lifetime,10th Grade,1993,6.8,2000,
Hallucinogens,Lifetime,10th Grade,1994,8.1,2000,
Hallucinogens,Lifetime,10th Grade,1995,9.3,2000,
Hallucinogens,Lifetime,10th Grade,1996,10.5,2000,
Hallucinogens,Lifetime,10th Grade,1997,10.5,2000,
Hallucinogens,Lifetime,10th Grade,1998,9.8,2000,
Hallucinogens,Lifetime,10th Grade,1999,9.7,2000,
Hallucinogens,Lifetime,10th Grade,2000,8.9,2000,
Hallucinogens,Lifetime,10th Grade,2001,8.9,2000,
Hallucinogens,Lifetime,10th Grade,2002,7.8,2000,
Hallucinogens,Lifetime,10th Grade,2003,6.9,2000,
Hallucinogens,Lifetime,10th Grade,2004,6.4,2000,
Hallucinogens,Lifetime,10th Grade,2005,5.8,2000,
Hallucinogens,Lifetime,10th Grade,2006,6.1,2000,
Hallucinogens,Lifetime,10th Grade,2007,6.4,2000,
Hallucinogens,Lifetime,10th Grade,2008,5.5,2000,
Hallucinogens,Lifetime,10th Grade,2009,6.1,2000,
Hallucinogens,Lifetime,10th Grade,2010,6.1,2000,
Hallucinogens,Lifetime,10th Grade,2011,6,2000,
Hallucinogens,Lifetime,10th Grade,2012,5.2,2000,
Hallucinogens,Lifetime,10th Grade,2013,5.4,2000,
Hallucinogens,Lifetime,10th Grade,2014,5,2000,
Hallucinogens,Lifetime,10th Grade,2015,4.6,2000,
Hallucinogens,Lifetime,10th Grade,2016,4.4,2000,
Hallucinogens,Lifetime,10th Grade,2017,4.2,2000,
Hallucinogens,Lifetime,10th Grade,2018,3.9,2000,
Hallucinogens,Lifetime,10th Grade,2019,4.7,2000,
Hallucinogens,Lifetime,10th Grade,2020,4.8,2000,
Hallucinogens,Lifetime,10th Grade,2021,3.5,2000,
Hallucinogens,Lifetime,10th Grade,2022,3.4,2000,
Hallucinogens,Lifetime,10th Grade,2023,3.6,2000,
Hallucinogens,Lifetime,10th Grade,2024,3.5,2000,
Hallucinogens,Lifetime,12th Grade,1975,16.3,2000,
Hallucinogens,Lifetime,12th Grade,1976,15.1,2000,
Hallucinogens,Lifetime,12th Grade,1977,13.9,2000,
Hallucinogens,Lifetime,12th Grade,1978,14.3,2000,
Hallucinogens,Lifetime,12th Grade,1979,14.1,2000,
Hallucinogens,Lifetime,12th Grade,1980,13.3,2000,
Hallucinogens,Lifetime,12th Grade,1981,13.3,2000,
Hallucinogens,Lifetime,12th Grade,1982,12.5,2000,
Hallucinogens,Lifetime,12th Grade,1983,11.9,2000,
Hallucinogens,Lifetime,12th Grade,1984,10.7,2000,
Hallucinogens,Lifetime,12th Grade,1985,10.3,2000,
Hallucinogens,Lifetime,12th Grade,1986,9.7,2000,
Hallucinogens,Lifetime,12th Grade,1987,10.3,2000,
Hallucinogens,Lifetime,12th Grade,1988,8.9,2000,
Hallucinogens,Lifetime,12th Grade,1989,9.4,2000,
Hallucinogens,Lifetime,12th Grade,1990,9.4,2000,
Hallucinogens,Lifetime,12th Grade,1991,9.6,2000,
Hallucinogens,Lifetime,12th Grade,1992,9.2,2000,
Hallucinogens,Lifetime,12th Grade,1993,10.9,2000,
Hallucinogens,Lifetime,12th Grade,1994,11.4,2000,
Hallucinogens,Lifetime,12th Grade,1995,12.7,2000,
Hallucinogens,Lifetime,12th Grade,1996,14,2000,
Hallucinogens,Lifetime,12th Grade,1997,15.1,2000,
Hallucinogens,Lifetime,12th Grade,1998,14.1,2000,
Hallucinogens,Lifetime,12th Grade,1999,13.7,2000,
Hallucinogens,Lifetime,12th Grade,2000,13,2000,
Hallucinogens,Lifetime,12th Grade,2001,14.7,2000,
Hallucinogens,Lifetime,12th Grade,2002,12,2000,
Hallucinogens,Lifetime,12th Grade,2003,10.6,2000,
Hallucinogens,Lifetime,12th Grade,2004,9.7,2000,
Hallucinogens,Lifetime,12th Grade,2005,8.8,2000,
Hallucinogens,Lifetime,12th Grade,2006,8.3,2000,
Hallucinogens,Lifetime,12th Grade,2007,8.4,2000,
Hallucinogens,Lifetime,12th Grade,2008,8.7,2000,
Hallucinogens,Lifetime,12th Grade,2009,7.4,2000,
Hallucinogens,Lifetime,12th Grade,2010,8.6,2000,
Hallucinogens,Lifetime,12th Grade,2011,8.3,2000,
Hallucinogens,Lifetime,12th Grade,2012,7.5,2000,
Hallucinogens,Lifetime,12th Grade,2013,7.6,2000,
Hallucinogens,Lifetime,12th Grade,2014,6.3,2000,
Hallucinogens,Lifetime,12th Grade,2015,6.4,2000,
Hallucinogens,Lifetime,12th Grade,2016,6.7,2000,
Hallucinogens,Lifetime,12th Grade,2017,6.7,2000,
Hallucinogens,Lifetime,12th Grade,2018,6.6,2000,
Hallucinogens,Lifetime,12th Grade,2019,6.9,2000,
Hallucinogens,Lifetime,12th Grade,2020,7.5,2000,
Hallucinogens,Lifetime,12th Grade,2021,7.1,2000,
Hallucinogens,Lifetime,12th Grade,2022,7.1,2000,
Hallucinogens,Lifetime,12th Grade,2023,6.6,2000,
Hallucinogens,Lifetime,12th Grade,2024,6.7,2000,
Hallucinogens,Lifetime,8th Grade,1991,3.2,2000,
Hallucinogens,Lifetime,8th Grade,1992,3.8,2000,
Hallucinogens,Lifetime,8th Grade,1993,3.9,2000,
Hallucinogens,Lifetime,8th Grade,1994,4.3,2000,
Hallucinogens,Lifetime,8th Grade,1995,5.2,2000,
Hallucinogens,Lifetime,8th Grade,1996,5.9,2000,
Hallucinogens,Lifetime,8th Grade,1997,5.4,2000,
Hallucinogens,Lifetime,8th Grade,1998,4.9,2000,
Hallucinogens,Lifetime,8th Grade,1999,4.8,2000,
Hallucinogens,Lifetime,8th Grade,2000,4.6,2000,
Hallucinogens,Lifetime,8th Grade,2001,5.2,2000,
Hallucinogens,Lifetime,8th Grade,2002,4.1,2000,
Hallucinogens,Lifetime,8th Grade,2003,4,2000,
Hallucinogens,Lifetime,8th Grade,2004,3.5,2000,
Hallucinogens,Lifetime,8th Grade,2005,3.8,2000,
Hallucinogens,Lifetime,8th Grade,2006,3.4,2000,
Hallucinogens,Lifetime,8th Grade,2007,3.1,2000,
Hallucinogens,Lifetime,8th Grade,2008,3.3,2000,
Hallucinogens,Lifetime,8th Grade,2009,3,2000,
Hallucinogens,Lifetime,8th Grade,2010,3.4,2000,
Hallucinogens,Lifetime,8th Grade,2011,3.3,2000,
Hallucinogens,Lifetime,8th Grade,2012,2.8,2000,
Hallucinogens,Lifetime,8th Grade,2013,2.5,2000,
Hallucinogens,Lifetime,8th Grade,2014,2,2000,
Hallucinogens,Lifetime,8th Grade,2015,2,2000,
Hallucinogens,Lifetime,8th Grade,2016,1.9,2000,
Hallucinogens,Lifetime,8th Grade,2017,1.9,2000,
Hallucinogens,Lifetime,8th Grade,2018,2.2,2000,
Hallucinogens,Lifetime,8th Grade,2019,2.4,2000,
Hallucinogens,Lifetime,8th Grade,2020,3,2000,
Hallucinogens,Lifetime,8th Grade,2021,1.8,2000,
Hallucinogens,Lifetime,8th Grade,2022,2,2000,
Hallucinogens,Lifetime,8th Grade,2023,2.1,2000,
Hallucinogens,Lifetime,8th Grade,2024,2.1,2000,
Heroin,30 Day,10th Grade,1991,0.2,,
Heroin,30 Day,10th Grade,1992,0.2,,
Heroin,30 Day,10th Grade,1993,0.3,,
Heroin,30 Day,10th Grade,1994,0.4,,
Heroin,30 Day,10th Grade,1995,0.6,,
Heroin,30 Day,10th Grade,1996,0.5,,
Heroin,30 Day,10th Grade,1997,0.6,,
Heroin,30 Day,10th Grade,1998,0.7,,
Heroin,30 Day,10th Grade,1999,0.7,,
Heroin,30 Day,10th Grade,2000,0.5,,
Heroin,30 Day,10th Grade,2001,0.3,,
Heroin,30 Day,10th Grade,2002,0.5,,
Heroin,30 Day,10th Grade,2003,0.3,,
Heroin,30 Day,10th Grade,2004,0.5,,
Heroin,30 Day,10th Grade,2005,0.5,,
Heroin,30 Day,10th Grade,2006,0.5,,
Heroin,30 Day,10th Grade,2007,0.4,,
Heroin,30 Day,10th Grade,2008,0.4,,
Heroin,30 Day,10th Grade,2009,0.4,,
Heroin,30 Day,10th Grade,2010,0.4,,
Heroin,30 Day,10th Grade,2011,0.4,,
Heroin,30 Day,10th Grade,2012,0.4,,
Heroin,30 Day,10th Grade,2013,0.3,,
Heroin,30 Day,10th Grade,2014,0.4,,
Heroin,30 Day,10th Grade,2015,0.2,,
Heroin,30 Day,10th Grade,2016,0.2,,
Heroin,30 Day,10th Grade,2017,0.1,,
Heroin,30 Day,10th Grade,2018,0.1,,
Heroin,30 Day,10th Grade,2019,0.2,,
Heroin,30 Day,10th Grade,2020,0.1,,
Heroin,30 Day,10th Grade,2021,0.1,,
Heroin,30 Day,10th Grade,2022,0.2,,
Heroin,30 Day,10th Grade,2023,0.2,,
Heroin,30 Day,10th Grade,2024,0.1,,
Heroin,30 Day,12th Grade,1975,0.4,,
Heroin,30 Day,12th Grade,1976,0.2,,
Heroin,30 Day,12th Grade,1977,0.3,,
Heroin,30 Day,12th Grade,1978,0.3,,
Heroin,30 Day,12th Grade,1979,0.2,,
Heroin,30 Day,12th Grade,1980,0.2,,
Heroin,30 Day,12th Grade,1981,0.2,,
Heroin,30 Day,12th Grade,1982,0.2,,
Heroin,30 Day,12th Grade,1983,0.2,,
Heroin,30 Day,12th Grade,1984,0.3,,
Heroin,30 Day,12th Grade,1985,0.3,,
Heroin,30 Day,12th Grade,1986,0.2,,
Heroin,30 Day,12th Grade,1987,0.2,,
Heroin,30 Day,12th Grade,1988,0.2,,
Heroin,30 Day,12th Grade,1989,0.3,,
Heroin,30 Day,12th Grade,1990,0.2,,
Heroin,30 Day,12th Grade,1991,0.2,,
Heroin,30 Day,12th Grade,1992,0.3,,
Heroin,30 Day,12th Grade,1993,0.2,,
Heroin,30 Day,12th Grade,1994,0.3,,
Heroin,30 Day,12th Grade,1995,0.6,,
Heroin,30 Day,12th Grade,1996,0.5,,
Heroin,30 Day,12th Grade,1997,0.5,,
Heroin,30 Day,12th Grade,1998,0.5,,
Heroin,30 Day,12th Grade,1999,0.5,,
Heroin,30 Day,12th Grade,2000,0.7,,
Heroin,30 Day,12th Grade,2001,0.4,,
Heroin,30 Day,12th Grade,2002,0.5,,
Heroin,30 Day,12th Grade,2003,0.4,,
Heroin,30 Day,12th Grade,2004,0.5,,
Heroin,30 Day,12th Grade,2005,0.5,,
Heroin,30 Day,12th Grade,2006,0.4,,
Heroin,30 Day,12th Grade,2007,0.4,,
Heroin,30 Day,12th Grade,2008,0.4,,
Heroin,30 Day,12th Grade,2009,0.4,,
Heroin,30 Day,12th Grade,2010,0.4,,
Heroin,30 Day,12th Grade,2011,0.4,,
Heroin,30 Day,12th Grade,2012,0.3,,
Heroin,30 Day,12th Grade,2013,0.3,,
Heroin,30 Day,12th Grade,2014,0.4,,
Heroin,30 Day,12th Grade,2015,0.3,,
Heroin,30 Day,12th Grade,2016,0.2,,
Heroin,30 Day,12th Grade,2017,0.3,,
Heroin,30 Day,12th Grade,2018,0.2,,
Heroin,30 Day,12th Grade,2019,0.3,,
Heroin,30 Day,12th Grade,2020,0.3,,
Heroin,30 Day,12th Grade,2021,0.1,,
Heroin,30 Day,12th Grade,2022,0.3,,
Heroin,30 Day,12th Grade,2023,0.1,,
Heroin,30 Day,12th Grade,2024,0.2,,
Heroin,30 Day,8th Grade,1991,0.3,,
Heroin,30 Day,8th Grade,1992,0.4,,
Heroin,30 Day,8th Grade,1993,0.4,,
Heroin,30 Day,8th Grade,1994,0.6,,
Heroin,30 Day,8th Grade,1995,0.6,,
Heroin,30 Day,8th Grade,1996,0.7,,
Heroin,30 Day,8th Grade,1997,0.6,,
Heroin,30 Day,8th Grade,1998,0.6,,
Heroin,30 Day,8th Grade,1999,0.6,,
Heroin,30 Day,8th Grade,2000,0.5,,
Heroin,30 Day,8th Grade,2001,0.6,,
Heroin,30 Day,8th Grade,2002,0.5,,
Heroin,30 Day,8th Grade,2003,0.4,,
Heroin,30 Day,8th Grade,2004,0.5,,
Heroin,30 Day,8th Grade,2005,0.5,,
Heroin,30 Day,8th Grade,2006,0.3,,
Heroin,30 Day,8th Grade,2007,0.4,,
Heroin,30 Day,8th Grade,2008,0.4,,
Heroin,30 Day,8th Grade,2009,0.4,,
Heroin,30 Day,8th Grade,2010,0.4,,
Heroin,30 Day,8th Grade,2011,0.4,,
Heroin,30 Day,8th Grade,2012,0.2,,
Heroin,30 Day,8th Grade,2013,0.3,,
Heroin,30 Day,8th Grade,2014,0.3,,
Heroin,30 Day,8th Grade,2015,0.1,,
Heroin,30 Day,8th Grade,2016,0.2,,
Heroin,30 Day,8th Grade,2017,0.2,,
Heroin,30 Day,8th Grade,2018,0.1,,
Heroin,30 Day,8th Grade,2019,0.1,,
Heroin,30 Day,8th Grade,2020,0.2,,
Heroin,30 Day,8th Grade,2021,0.1,,
Heroin,30 Day,8th Grade,2022,0.2,,
Heroin,30 Day,8th Grade,2023,0.3,,
Heroin,30 Day,8th Grade,2024,0.2,,
Heroin,12 Month,10th Grade,1991,0.5,,
Heroin,12 Month,10th Grade,1992,0.6,,
Heroin,12 Month,10th Grade,1993,0.7,,
Heroin,12 Month,10th Grade,1994,0.9,,
Heroin,12 Month,10th Grade,1995,1.1,,
Heroin,12 Month,10th Grade,1996,1.2,,
Heroin,12 Month,10th Grade,1997,1.4,,
Heroin,12 Month,10th Grade,1998,1.4,,
Heroin,12 Month,10th Grade,1999,1.4,,
Heroin,12 Month,10th Grade,2000,1.4,,
Heroin,12 Month,10th Grade,2001,0.9,,
Heroin,12 Month,10th Grade,2002,1.1,,
Heroin,12 Month,10th Grade,2003,0.7,,
Heroin,12 Month,10th Grade,2004,0.9,,
Heroin,12 Month,10th Grade,2005,0.9,,
Heroin,12 Month,10th Grade,2006,0.9,,
Heroin,12 Month,10th Grade,2007,0.8,,
Heroin,12 Month,10th Grade,2008,0.8,,
Heroin,12 Month,10th Grade,2009,0.9,,
Heroin,12 Month,10th Grade,2010,0.8,,
Heroin,12 Month,10th Grade,2011,0.8,,
Heroin,12 Month,10th Grade,2012,0.6,,
Heroin,12 Month,10th Grade,2013,0.6,,
Heroin,12 Month,10th Grade,2014,0.5,,
Heroin,12 Month,10th Grade,2015,0.5,,
Heroin,12 Month,10th Grade,2016,0.3,,
Heroin,12 Month,10th Grade,2017,0.2,,
Heroin,12 Month,10th Grade,2018,0.2,,
Heroin,12 Month,10th Grade,2019,0.3,,
Heroin,12 Month,10th Grade,2020,0.2,,
Heroin,12 Month,10th Grade,2021,0.1,,
Heroin,12 Month,10th Grade,2022,0.2,,
Heroin,12 Month,10th Grade,2023,0.3,,
Heroin,12 Month,10th Grade,2024,0.1,,
Heroin,12 Month,12th Grade,1975,1,,
Heroin,12 Month,12th Grade,1976,0.8,,
Heroin,12 Month,12th Grade,1977,0.8,,
Heroin,12 Month,12th Grade,1978,0.8,,
Heroin,12 Month,12th Grade,1979,0.5,,
Heroin,12 Month,12th Grade,1980,0.5,,
Heroin,12 Month,12th Grade,1981,0.5,,
Heroin,12 Month,12th Grade,1982,0.6,,
Heroin,12 Month,12th Grade,1983,0.6,,
Heroin,12 Month,12th Grade,1984,0.5,,
Heroin,12 Month,12th Grade,1985,0.6,,
Heroin,12 Month,12th Grade,1986,0.5,,
Heroin,12 Month,12th Grade,1987,0.5,,
Heroin,12 Month,12th Grade,1988,0.5,,
Heroin,12 Month,12th Grade,1989,0.6,,
Heroin,12 Month,12th Grade,1990,0.5,,
Heroin,12 Month,12th Grade,1991,0.4,,
Heroin,12 Month,12th Grade,1992,0.6,,
Heroin,12 Month,12th Grade,1993,0.5,,
Heroin,12 Month,12th Grade,1994,0.6,,
Heroin,12 Month,12th Grade,1995,1.1,,
Heroin,12 Month,12th Grade,1996,1,,
Heroin,12 Month,12th Grade,1997,1.2,,
Heroin,12 Month,12th Grade,1998,1,,
Heroin,12 Month,12th Grade,1999,1.1,,
Heroin,12 Month,12th Grade,2000,1.5,,
Heroin,12 Month,12th Grade,2001,0.9,,
Heroin,12 Month,12th Grade,2002,1,,
Heroin,12 Month,12th Grade,2003,0.8,,
Heroin,12 Month,12th Grade,2004,0.9,,
Heroin,12 Month,12th Grade,2005,0.8,,
Heroin,12 Month,12th Grade,2006,0.8,,
Heroin,12 Month,12th Grade,2007,0.9,,
Heroin,12 Month,12th Grade,2008,0.7,,
Heroin,12 Month,12th Grade,2009,0.7,,
Heroin,12 Month,12th Grade,2010,0.9,,
Heroin,12 Month,12th Grade,2011,0.8,,
Heroin,12 Month,12th Grade,2012,0.6,,
Heroin,12 Month,12th Grade,2013,0.6,,
Heroin,12 Month,12th Grade,2014,0.6,,
Heroin,12 Month,12th Grade,2015,0.5,,
Heroin,12 Month,12th Grade,2016,0.3,,
Heroin,12 Month,12th Grade,2017,0.4,,
Heroin,12 Month,12th Grade,2018,0.4,,
Heroin,12 Month,12th Grade,2019,0.4,,
Heroin,12 Month,12th Grade,2020,0.3,,
Heroin,12 Month,12th Grade,2021,0.1,,
Heroin,12 Month,12th Grade,2022,0.3,,
Heroin,12 Month,12th Grade,2023,0.1,,
Heroin,12 Month,12th Grade,2024,0.2,,
Heroin,12 Month,8th Grade,1991,0.7,,
Heroin,12 Month,8th Grade,1992,0.7,,
Heroin,12 Month,8th Grade,1993,0.7,,
Heroin,12 Month,8th Grade,1994,1.2,,
Heroin,12 Month,8th Grade,1995,1.4,,
Heroin,12 Month,8th Grade,1996,1.6,,
Heroin,12 Month,8th Grade,1997,1.3,,
Heroin,12 Month,8th Grade,1998,1.3,,
Heroin,12 Month,8th Grade,1999,1.4,,
Heroin,12 Month,8th Grade,2000,1.1,,
Heroin,12 Month,8th Grade,2001,1,,
Heroin,12 Month,8th Grade,2002,0.9,,
Heroin,12 Month,8th Grade,2003,0.9,,
Heroin,12 Month,8th Grade,2004,1,,
Heroin,12 Month,8th Grade,2005,0.8,,
Heroin,12 Month,8th Grade,2006,0.8,,
Heroin,12 Month,8th Grade,2007,0.8,,
Heroin,12 Month,8th Grade,2008,0.9,,
Heroin,12 Month,8th Grade,2009,0.7,,
Heroin,12 Month,8th Grade,2010,0.8,,
Heroin,12 Month,8th Grade,2011,0.7,,
Heroin,12 Month,8th Grade,2012,0.5,,
Heroin,12 Month,8th Grade,2013,0.5,,
Heroin,12 Month,8th Grade,2014,0.5,,
Heroin,12 Month,8th Grade,2015,0.3,,
Heroin,12 Month,8th Grade,2016,0.3,,
Heroin,12 Month,8th Grade,2017,0.3,,
Heroin,12 Month,8th Grade,2018,0.3,,
Heroin,12 Month,8th Grade,2019,0.3,,
Heroin,12 Month,8th Grade,2020,0.2,,
Heroin,12 Month,8th Grade,2021,0.2,,
Heroin,12 Month,8th Grade,2022,0.3,,
Heroin,12 Month,8th Grade,2023,0.4,,
Heroin,12 Month,8th Grade,2024,0.2,,
Heroin,Lifetime,10th Grade,1991,1.2,,
Heroin,Lifetime,10th Grade,1992,1.2,,
Heroin,Lifetime,10th Grade,1993,1.3,,
Heroin,Lifetime,10th Grade,1994,1.5,,
Heroin,Lifetime,10th Grade,1995,1.7,,
Heroin,Lifetime,10th Grade,1996,2.1,,
Heroin,Lifetime,10th Grade,1997,2.1,,
Heroin,Lifetime,10th Grade,1998,2.3,,
Heroin,Lifetime,10th Grade,1999,2.3,,
Heroin,Lifetime,10th Grade,2000,2.2,,
Heroin,Lifetime,10th Grade,2001,1.7,,
Heroin,Lifetime,10th Grade,2002,1.8,,
Heroin,Lifetime,10th Grade,2003,1.5,,
Heroin,Lifetime,10th Grade,2004,1.5,,
Heroin,Lifetime,10th Grade,2005,1.5,,
Heroin,Lifetime,10th Grade,2006,1.4,,
Heroin,Lifetime,10th Grade,2007,1.5,,
Heroin,Lifetime,10th Grade,2008,1.2,,
Heroin,Lifetime,10th Grade,2009,1.5,,
Heroin,Lifetime,10th Grade,2010,1.3,,
Heroin,Lifetime,10th Grade,2011,1.2,,
Heroin,Lifetime,10th Grade,2012,1.1,,
Heroin,Lifetime,10th Grade,2013,1,,
Heroin,Lifetime,10th Grade,2014,0.9,,
Heroin,Lifetime,10th Grade,2015,0.7,,
Heroin,Lifetime,10th Grade,2016,0.6,,
Heroin,Lifetime,10th Grade,2017,0.4,,
Heroin,Lifetime,10th Grade,2018,0.4,,
Heroin,Lifetime,10th Grade,2019,0.4,,
Heroin,Lifetime,10th Grade,2020,0.3,,
Heroin,Lifetime,10th Grade,2021,0.3,,
Heroin,Lifetime,10th Grade,2022,0.5,,
Heroin,Lifetime,10th Grade,2023,0.5,,
Heroin,Lifetime,10th Grade,2024,0.3,,
Heroin,Lifetime,12th Grade,1975,2.2,,
Heroin,Lifetime,12th Grade,1976,1.8,,
Heroin,Lifetime,12th Grade,1977,1.8,,
Heroin,Lifetime,12th Grade,1978,1.6,,
Heroin,Lifetime,12th Grade,1979,1.1,,
Heroin,Lifetime,12th Grade,1980,1.1,,
Heroin,Lifetime,12th Grade,1981,1.1,,
Heroin,Lifetime,12th Grade,1982,1.2,,
Heroin,Lifetime,12th Grade,1983,1.2,,
Heroin,Lifetime,12th Grade,1984,1.3,,
Heroin,Lifetime,12th Grade,1985,1.2,,
Heroin,Lifetime,12th Grade,1986,1.1,,
Heroin,Lifetime,12th Grade,1987,1.2,,
Heroin,Lifetime,12th Grade,1988,1.1,,
Heroin,Lifetime,12th Grade,1989,1.3,,
Heroin,Lifetime,12th Grade,1990,1.3,,
Heroin,Lifetime,12th Grade,1991,0.9,,
Heroin,Lifetime,12th Grade,1992,1.2,,
Heroin,Lifetime,12th Grade,1993,1.1,,
Heroin,Lifetime,12th Grade,1994,1.2,,
Heroin,Lifetime,12th Grade,1995,1.6,,
Heroin,Lifetime,12th Grade,1996,1.8,,
Heroin,Lifetime,12th Grade,1997,2.1,,
Heroin,Lifetime,12th Grade,1998,2,,
Heroin,Lifetime,12th Grade,1999,2,,
Heroin,Lifetime,12th Grade,2000,2.4,,
Heroin,Lifetime,12th Grade,2001,1.8,,
Heroin,Lifetime,12th Grade,2002,1.7,,
Heroin,Lifetime,12th Grade,2003,1.5,,
Heroin,Lifetime,12th Grade,2004,1.5,,
Heroin,Lifetime,12th Grade,2005,1.5,,
Heroin,Lifetime,12th Grade,2006,1.4,,
